Date,Open,High,Low,Close,Adj Close,Volume
1993-08-01,6.123457,6.444444,6.024691,6.222222,2.394177,14496982
1993-09-01,6.172840,6.419753,5.975309,6.098765,2.356250,18521668
1993-10-01,6.148148,6.691358,6.000000,6.666667,2.575661,22021881
1993-11-01,6.691358,6.938272,6.098765,6.617284,2.556582,22204128
1993-12-01,6.666667,6.814815,6.000000,6.049383,2.345626,24147119
1994-01-01,6.049383,6.074074,5.135802,6.000000,2.345783,25288205
1994-02-01,5.950617,6.098765,5.456790,5.753086,2.266892,19049179
1994-03-01,5.728395,5.950617,4.938272,4.962963,1.970835,22312469
1994-04-01,4.913580,5.407407,4.654321,5.283951,2.098303,29130640
1994-05-01,5.283951,5.333333,4.814815,4.888889,1.941419,19199029
1994-06-01,4.839506,4.864198,4.320988,4.567901,1.830427,20050542
1994-07-01,4.543210,5.160494,4.493827,4.987654,1.998628,17679266
1994-08-01,4.938272,4.987654,4.617284,4.938272,1.978840,22393468
1994-09-01,4.938272,4.987654,4.469136,4.500000,1.812609,14617467
1994-10-01,4.500000,4.543210,4.024691,4.419753,1.780285,25030016
1994-11-01,4.444444,4.444444,3.950617,4.098765,1.650991,13422717
1994-12-01,4.049383,4.518519,4.024691,4.370370,1.770569,29112419
1995-01-01,4.320988,4.740741,4.098765,4.246914,1.730220,18929705
1995-02-01,4.271605,4.345679,4.049383,4.345679,1.770457,15154092
1995-03-01,4.370370,4.370370,4.024691,4.197531,1.720220,23402931
1995-04-01,4.197531,4.567901,4.123457,4.543210,1.861885,21567268
1995-05-01,4.567901,4.814815,4.493827,4.753086,1.947896,39431817
1995-06-01,4.753086,5.086420,4.567901,4.617284,1.902524,34499930
1995-07-01,4.641975,5.395062,4.567901,5.234568,2.156874,31007819
1995-08-01,5.234568,5.283951,4.617284,4.888889,2.014438,21872033
1995-09-01,4.814815,5.160494,4.567901,4.617284,1.912332,17993141
1995-10-01,4.617284,4.666667,3.876543,4.123457,1.707805,27477231
1995-11-01,4.172840,4.395062,4.049383,4.320988,1.789615,19693130
1995-12-01,4.320988,5.111111,4.000000,4.160494,1.733279,38537780
1996-01-01,4.148148,4.641975,4.123457,4.518519,1.893702,33852940
1996-02-01,4.469136,5.283951,4.469136,4.666667,1.955790,32543780
1996-03-01,4.691358,5.135802,4.543210,4.814815,2.027580,21032668
1996-04-01,4.839506,5.012346,4.543210,4.888889,2.058774,17045442
1996-05-01,4.938272,4.938272,4.518519,4.864198,2.048375,26864668
1996-06-01,4.814815,5.123457,4.716049,4.839506,2.048375,20697529
1996-07-01,4.814815,4.864198,4.401235,4.493827,1.902064,21444756
1996-08-01,4.518519,4.765432,4.419753,4.469136,1.891612,16535144
1996-09-01,4.493827,5.506173,4.444444,5.407407,2.301184,21262504
1996-10-01,5.382716,5.827160,4.740741,5.506173,2.343215,48897679
1996-11-01,5.518519,6.790123,5.469136,6.567901,2.795047,54583880
1996-12-01,6.567901,7.222222,6.518519,6.716049,2.870229,54442129
1997-01-01,6.691358,7.000000,5.987654,6.456790,2.820298,40656945
1997-02-01,6.469136,7.283951,6.222222,6.481481,2.831085,48308405
1997-03-01,6.518519,7.567901,6.370370,6.592593,2.890146,40572904
1997-04-01,6.543210,7.456790,6.493827,6.901235,3.025453,44347505
1997-05-01,6.950617,8.938272,6.864198,8.938272,3.918473,50506036
1997-06-01,8.987654,10.762346,8.395062,9.172840,4.036254,29449579
1997-07-01,9.333333,10.098765,8.444444,9.802469,4.313310,33820034
1997-08-01,9.827160,9.876543,8.740741,9.358025,4.117741,20626651
1997-09-01,9.407407,11.259259,9.407407,11.061728,4.883874,23270290
1997-10-01,11.086420,11.753086,7.777778,8.901235,3.929991,39391316
1997-11-01,9.086420,10.864198,8.901235,10.864198,4.796659,27061087
1997-12-01,10.864198,11.358025,9.950617,10.370370,4.592619,32345326
1998-01-01,10.271605,10.641975,9.382716,9.975309,4.441732,40079309
1998-02-01,10.148148,13.185185,10.123457,12.506173,5.568655,58756897
1998-03-01,12.419753,13.086420,11.691358,11.765432,5.252178,27208915
1998-04-01,11.851852,12.444444,10.000000,11.728395,5.235643,37488321
1998-05-01,11.604938,11.728395,10.679012,10.907407,4.869148,22730120
1998-06-01,10.888889,11.308642,10.074074,10.320988,4.619769,29115455
1998-07-01,10.395062,10.469136,8.814815,8.839506,3.956644,24188124
1998-08-01,8.839506,9.777778,7.925926,8.098765,3.625081,28041697
1998-09-01,8.074074,9.382716,7.901235,8.135802,3.653804,19961946
1998-10-01,8.098765,8.987654,7.308642,8.617284,3.870041,28708935
1998-11-01,8.617284,9.975309,8.543210,8.987654,4.036372,22037065
1998-12-01,8.962963,9.185185,7.506173,8.123457,3.659973,26046058
1999-01-01,8.197531,8.938272,7.802469,8.617284,4.037184,26508772
1999-02-01,8.691358,9.308642,8.000000,8.271605,3.875231,35147419
1999-03-01,8.283951,9.061728,7.987654,8.135802,3.829630,35816685
1999-04-01,8.074074,12.024691,7.901235,11.061728,5.206902,49174598
1999-05-01,10.913580,12.444444,10.382716,11.123457,5.235958,37181027
1999-06-01,11.037037,11.716049,9.913580,10.543210,4.979707,28834486
1999-07-01,10.641975,11.901235,10.493827,11.320988,5.347067,26606477
1999-08-01,11.185185,11.580247,10.271605,10.888889,5.142980,28465428
1999-09-01,10.790123,11.753086,9.283951,10.049383,4.763052,34875058
1999-10-01,9.975309,10.160494,8.604938,9.308642,4.411967,38716989
1999-11-01,9.320988,9.703704,7.864198,8.123457,3.850232,47032653
1999-12-01,8.148148,9.209877,8.049383,8.753086,4.168329,100224847
2000-01-01,8.641975,9.098765,7.851852,8.185185,4.042840,41543384
2000-02-01,8.444444,9.148148,8.098765,8.506173,4.201382,52267785
2000-03-01,8.419753,9.876543,7.888889,9.876543,4.912163,62601866
2000-04-01,9.848765,10.716049,8.444444,9.395062,4.672698,45090678
2000-05-01,9.382716,9.506173,8.185185,8.271605,4.113935,44160697
2000-06-01,8.271605,8.839506,7.802469,7.839506,3.925458,39190841
2000-07-01,7.864198,9.037037,7.814815,8.802469,4.407638,30792657
2000-08-01,8.709877,8.814815,8.074074,8.382716,4.197453,31430533
2000-09-01,8.432099,8.740741,7.209877,7.320988,3.692074,37040291
2000-10-01,7.222222,8.493827,7.160494,8.308642,4.190163,45575159
2000-11-01,8.345679,9.530864,8.333333,9.382716,4.731834,36961822
2000-12-01,9.444444,10.234568,8.283951,9.728395,4.939844,86638617
2001-01-01,9.753086,10.790123,9.629630,9.950617,5.167474,44859828
2001-02-01,9.950617,10.555556,9.123457,9.160494,4.757154,45487070
2001-03-01,9.111111,9.962963,8.469136,8.851852,4.624904,55334645
2001-04-01,8.839506,9.918025,8.456790,9.584198,5.007541,43447895
2001-05-01,9.580247,10.062222,9.179259,9.485432,4.955933,40503547
2001-06-01,9.487407,10.334815,9.355062,10.157037,5.339002,39839345
2001-07-01,10.125432,12.849383,10.111605,11.622716,6.109431,83714007
2001-08-01,11.654321,11.875556,10.322963,10.923457,5.741866,38067980
2001-09-01,10.866173,11.450864,8.444444,9.692840,5.121005,40666051
2001-10-01,9.647407,11.002469,9.323457,10.433580,5.512356,46592214
2001-11-01,10.435556,12.501728,10.299259,12.021728,6.351422,58021824
2001-12-01,11.940741,13.684938,11.654321,12.961975,6.882445,46205946
2002-01-01,12.967901,13.262222,12.071111,13.086420,6.976244,45378229
2002-02-01,12.989630,14.413827,12.227160,14.208395,7.574353,61979176
2002-03-01,14.241975,15.697778,13.728395,14.461235,7.743153,85726350
2002-04-01,14.518519,15.302716,13.918025,14.117531,7.559120,94642428
2002-05-01,14.143210,14.320988,12.968889,13.108148,7.018654,113788635
2002-06-01,13.031111,13.312593,11.543704,13.152593,7.073214,72809555
2002-07-01,13.037037,13.120000,9.958519,11.362963,6.110787,86222818
2002-08-01,11.315556,11.822222,10.127407,10.462222,5.626382,73506830
2002-09-01,10.426667,10.690370,9.288889,10.011852,5.413333,81762418
2002-10-01,10.162963,13.211852,9.093333,13.072593,7.068254,130661782
2002-11-01,12.909630,14.915556,12.180741,14.518519,7.850053,91846243
2002-12-01,14.557037,14.711111,13.285926,13.668148,7.422678,69492605
2003-01-01,13.665185,14.367407,12.373333,12.835556,7.079273,68815919
2003-02-01,12.797037,14.545185,12.758519,14.228148,7.847338,101083280
2003-03-01,14.334815,15.685926,13.238519,14.894815,8.250216,101685042
2003-04-01,15.057778,17.555555,14.743704,17.280001,9.571371,107646981
2003-05-01,17.256296,19.635555,16.918518,19.546667,10.826869,86444893
2003-06-01,19.653334,21.493334,19.315556,20.074074,11.158653,88272793
2003-07-01,19.887407,23.220741,19.419258,22.885925,12.721689,83335844
2003-08-01,22.829630,25.946667,22.414816,25.294815,14.060730,70163220
2003-09-01,25.365927,25.762962,21.842962,22.041481,12.286186,73456206
2003-10-01,22.014814,24.189631,21.997038,23.431110,13.060780,64043331
2003-11-01,23.484444,23.851852,21.795555,23.780741,13.255667,56855590
2003-12-01,23.697779,25.481482,23.312593,25.220741,14.097943,62084479
2004-01-01,25.125925,26.589630,23.265184,23.309629,13.224359,64757480
2004-02-01,23.718519,25.248890,23.214815,24.631111,13.974077,49192313
2004-03-01,24.635555,25.213333,22.048889,24.911112,14.171037,58401450
2004-04-01,24.840000,26.977777,24.288889,25.106667,14.282274,43659675
2004-05-01,25.408890,25.711111,22.666668,24.799999,14.107817,51072975
2004-06-01,24.680000,26.035557,24.000000,25.773333,14.715944,43563825
2004-07-01,25.724443,27.088888,23.533333,26.648890,15.215868,53862525
2004-08-01,26.719999,27.444445,25.257778,26.751110,15.274240,44639325
2004-09-01,26.751110,30.777779,26.444445,30.719999,17.601803,57818925
2004-10-01,31.084444,31.951111,27.555555,30.804443,17.650181,65592450
2004-11-01,30.751110,35.555557,30.595556,34.711109,19.888609,58233150
2004-12-01,34.853333,36.186668,33.759998,35.768890,20.547056,49775175
2005-01-01,35.866669,36.168888,30.444445,31.404444,18.503399,57323025
2005-02-01,31.777779,33.733334,30.520000,33.448891,19.707977,47001375
2005-03-01,33.502220,34.639999,31.288889,32.173332,19.008610,43260525
2005-04-01,32.448891,32.711109,29.071112,30.177778,17.829599,52126425
2005-05-01,30.075556,32.311111,28.373333,31.444445,18.577963,51833250
2005-06-01,31.400000,32.906666,30.075556,30.222221,17.912010,45315900
2005-07-01,30.542221,34.048889,29.684444,32.097778,19.023613,41280750
2005-08-01,31.928888,32.817780,30.253332,31.146667,18.459913,38424375
2005-09-01,31.124443,31.888889,29.426666,30.173332,17.936302,32103450
2005-10-01,30.111111,31.257778,28.133333,31.120001,18.499050,44494425
2005-11-01,31.164444,32.471111,30.813334,31.924444,18.977249,33835500
2005-12-01,32.017776,32.706669,30.342222,30.768888,18.354408,40125375
2006-01-01,30.924444,33.364445,30.528889,30.933332,18.977467,40146975
2006-02-01,31.062222,31.768888,30.124443,31.053333,19.051085,40632075
2006-03-01,31.137777,32.155556,30.128889,31.324444,19.286453,39407400
2006-04-01,31.542221,33.453335,30.906668,31.968889,19.683231,33443100
2006-05-01,31.924444,36.102222,31.866667,34.155556,21.029558,61948125
2006-06-01,34.044445,36.840000,32.702221,36.613335,22.630146,53838000
2006-07-01,36.942223,36.986668,33.933334,35.888889,22.182386,39213225
2006-08-01,35.813332,39.266666,35.355556,36.446667,22.527138,42608625
2006-09-01,36.866669,38.540001,35.373333,38.013332,23.578983,48619350
2006-10-01,38.013332,41.686668,37.786667,39.473331,24.484602,54074550
2006-11-01,39.233334,44.586666,38.693333,43.533333,27.002954,44196600
2006-12-01,43.673332,46.166668,42.279999,43.266666,26.920649,46580700
2007-01-01,43.613335,46.480000,42.153332,44.560001,28.563883,61507050
2007-02-01,44.466667,49.486668,44.466667,46.326668,29.696352,50663400
2007-03-01,45.806667,52.153332,44.840000,48.933334,31.457329,66933450
2007-04-01,49.160000,60.466667,48.486668,55.986668,35.991631,60328800
2007-05-01,56.226665,59.299999,55.919998,58.180000,37.401661,46831500
2007-06-01,58.459999,61.526669,55.973331,58.026669,37.412292,56447250
2007-07-01,58.193333,65.753334,53.166668,54.546665,35.168587,76254750
2007-08-01,54.200001,57.286667,48.020000,57.033333,36.771854,67638150
2007-09-01,57.220001,61.046665,53.253334,56.833332,36.756485,38544450
2007-10-01,57.106667,58.946667,48.330002,55.560001,35.932991,59979400
2007-11-01,55.099998,56.430000,46.150002,50.610001,32.731617,68164300
2007-12-01,50.650002,58.090000,48.500000,54.480000,35.363873,49786600
2008-01-01,54.169998,55.540001,41.580002,46.919998,31.011000,85372600
2008-02-01,48.490002,48.500000,42.000000,43.380001,28.671299,67808600
2008-03-01,43.439999,48.419998,41.139999,45.000000,29.860212,73472300
2008-04-01,46.000000,50.410000,44.160000,47.320000,31.399670,69158700
2008-05-01,47.599998,53.810001,46.880001,53.389999,35.427486,55589100
2008-06-01,53.470001,53.730000,41.360001,41.830002,27.857550,71004600
2008-07-01,41.240002,45.950001,38.709999,42.060001,28.010736,85761200
2008-08-01,42.660000,45.709999,39.810001,43.060001,28.676716,60627600
2008-09-01,44.880001,45.630001,36.220001,38.189999,25.541784,105932400
2008-10-01,37.830002,37.990002,21.959999,29.240000,19.555950,147893100
2008-11-01,29.040001,31.559999,21.990000,27.870001,18.639681,95402300
2008-12-01,27.010000,31.969999,24.280001,28.600000,19.248508,90014400
2009-01-01,28.610001,32.570000,24.600000,26.389999,17.823620,90035500
2009-02-01,25.540001,31.280001,24.740000,25.070000,16.932095,108883600
2009-03-01,25.750000,28.459999,20.379999,25.760000,17.504786,141605100
2009-04-01,26.000000,36.900002,24.870001,35.439999,24.082676,129592000
2009-05-01,35.330002,36.040001,27.870001,29.850000,20.284077,91435800
2009-06-01,30.549999,35.139999,29.930000,32.430000,22.172010,99769100
2009-07-01,33.320000,35.430000,28.520000,34.650002,23.689798,108267000
2009-08-01,34.980000,37.910000,33.529999,36.169998,24.729002,64321200
2009-09-01,35.980000,39.980000,34.380001,37.709999,25.845306,69863700
2009-10-01,37.310001,40.259998,34.889999,37.410000,25.639702,73309100
2009-11-01,37.560001,40.139999,36.480000,37.080002,25.413517,46943300
2009-12-01,37.360001,38.500000,34.720001,36.270000,24.914875,52573600
2010-01-01,36.990002,39.130001,34.910000,36.029999,24.750011,55750200
2010-02-01,36.160000,36.700001,33.450001,35.349998,24.282911,55043600
2010-03-01,35.430000,44.540001,35.389999,43.340000,29.845734,75759500
2010-04-01,43.509998,48.639999,43.349998,46.520000,32.035618,56954100
2010-05-01,46.770000,48.150002,37.759998,41.000000,28.234306,84314800
2010-06-01,40.740002,45.410000,38.500000,39.869999,27.512278,69419700
2010-07-01,39.869999,47.580002,38.599998,45.820000,31.618088,72764000
2010-08-01,46.540001,47.139999,39.770000,40.980000,28.278236,58989900
2010-09-01,41.759998,48.560001,41.610001,48.150002,33.296562,55085900
2010-10-01,48.680000,51.709999,47.139999,51.259998,35.447166,56283300
2010-11-01,51.959999,55.500000,51.020000,53.860001,37.245129,49903800
2010-12-01,55.490002,57.830002,55.189999,57.340000,39.744106,54836900
2011-01-01,58.029999,58.750000,54.290001,56.490002,39.361317,43228000
2011-02-01,54.980000,55.000000,49.259998,50.130001,34.929771,62558900
2011-03-01,50.220001,52.630001,46.500000,52.360001,36.566772,64558100
2011-04-01,52.889999,54.580002,49.209999,53.110001,37.090546,58035800
2011-05-01,53.439999,54.000000,48.980000,50.000000,34.918610,40437000
2011-06-01,49.970001,51.299999,45.189999,51.090000,35.764023,56789300
2011-07-01,51.240002,53.680000,42.250000,42.810001,29.967850,69656100
2011-08-01,43.279999,43.660000,33.630001,37.630001,26.341749,121400700
2011-09-01,37.790001,39.380001,33.000000,33.820000,23.787115,86120800
2011-10-01,33.509998,44.340000,31.570000,43.240002,30.412622,76675400
2011-11-01,41.919998,44.110001,36.840000,40.570000,28.534691,62930100
2011-12-01,40.490002,41.290001,35.380001,37.470001,26.469912,48246200
2012-01-01,38.570000,46.630001,38.360001,44.200001,31.821684,67258300
2012-02-01,45.180000,47.000000,42.610001,46.009998,33.124790,65369600
2012-03-01,46.250000,48.000000,43.869999,46.830002,33.855503,41102800
2012-04-01,46.709999,48.220001,41.060001,42.950001,31.050482,60616400
2012-05-01,42.930000,43.180000,37.000000,37.570000,27.161037,66669500
2012-06-01,36.869999,40.639999,35.549999,39.189999,28.478434,56310500
2012-07-01,39.310001,41.049999,35.209999,40.009998,29.074301,59945000
2012-08-01,40.299999,41.939999,37.669998,39.910000,29.001638,37922500
2012-09-01,39.779999,43.380001,38.759998,40.020000,29.223785,41847600
2012-10-01,40.200001,43.509998,39.520000,43.369999,31.670052,63201100
2012-11-01,43.500000,45.680000,41.169998,43.939999,32.086273,49805700
2012-12-01,44.110001,45.439999,42.869999,45.209999,33.168701,42062000
2013-01-01,46.220001,48.750000,45.419998,47.060001,35.147369,41480100
2013-02-01,47.520000,48.700001,45.810001,47.450001,35.438644,32650500
2013-03-01,47.230000,51.380001,45.869999,50.560001,37.919609,39926000
2013-04-01,50.560001,50.860001,47.119999,49.779999,37.334610,48051500
2013-05-01,49.529999,55.049999,49.360001,53.599998,40.199593,37608500
2013-06-01,53.889999,54.650002,51.130001,53.660000,40.397282,29197800
2013-07-01,53.660000,60.000000,52.590000,56.270000,42.362206,33881600
2013-08-01,56.750000,57.130001,53.389999,53.610001,40.359650,22686800
2013-09-01,54.529999,58.419998,53.070000,55.660000,42.052109,26804900
2013-10-01,55.619999,58.770000,53.669998,55.599998,42.006775,34405700
2013-11-01,55.779999,57.830002,55.029999,57.310001,43.298717,25012700
2013-12-01,57.200001,59.349998,55.009998,59.169998,44.861919,25502300
2014-01-01,58.939999,60.169998,55.119999,56.000000,43.129444,35798500
2014-02-01,55.669998,66.459999,53.590000,65.839996,50.707897,50804900
2014-03-01,65.029999,68.809998,64.699997,67.440002,52.116299,39031700
2014-04-01,68.000000,68.379997,62.820000,63.980000,49.442459,42417700
2014-05-01,63.730000,64.739998,60.209999,63.360001,48.963337,33499300
2014-06-01,63.369999,65.589996,62.590000,62.830002,48.726395,33520700
2014-07-01,63.430000,67.639999,62.200001,62.270000,48.292084,32657400
2014-08-01,62.000000,64.449997,60.509998,62.810001,48.710873,23803000
2014-09-01,63.099998,63.220001,56.610001,56.880001,44.269794,35610300
2014-10-01,56.709999,66.209999,55.340000,65.320000,50.838654,59152000
2014-11-01,65.199997,68.040001,64.900002,67.019997,52.161766,29448100
2014-12-01,67.029999,71.150002,66.220001,68.010002,53.107925,41789500
2015-01-01,68.220001,68.870003,59.990002,60.110001,47.642467,46454200
2015-02-01,60.410000,65.080002,59.330002,64.050003,50.765259,33497700
2015-03-01,64.260002,65.230003,60.279999,63.139999,50.218929,35277700
2015-04-01,63.009998,68.440002,60.500000,65.349998,51.976677,39155800
2015-05-01,65.400002,67.169998,63.419998,63.560001,50.552982,29088700
2015-06-01,64.230003,65.550003,63.160000,63.810001,50.919476,30562000
2015-07-01,64.459999,66.430000,62.520000,64.839996,51.741398,48148300
2015-08-01,64.879997,64.970001,53.450001,58.970001,47.057217,47453900
2015-09-01,57.770000,58.820000,51.509998,52.169998,41.790146,51235100
2015-10-01,52.270000,56.049999,49.459999,52.650002,42.174641,67843900
2015-11-01,52.860001,54.500000,49.560001,51.959999,41.621933,38681300
2015-12-01,51.209999,51.970001,45.040001,47.400002,38.145004,60159900
2016-01-01,46.500000,49.570000,43.459999,49.070000,40.678371,55219800
2016-02-01,48.459999,53.209999,45.919998,51.500000,42.692802,49235200
2016-03-01,52.090000,55.599998,51.259998,54.689999,45.556637,51917300
2016-04-01,54.410000,60.860001,51.990002,58.910000,49.071892,48772800
2016-05-01,59.169998,59.360001,52.980000,55.750000,46.439621,43978000
2016-06-01,55.529999,57.450001,48.169998,51.869999,43.390251,56648400
2016-07-01,51.889999,59.599998,49.349998,58.970001,49.329540,51107900
2016-08-01,58.840000,60.750000,57.029999,59.840000,50.057312,37525100
2016-09-01,59.990002,60.160000,55.189999,58.779999,49.375130,47794600
2016-10-01,58.480000,60.209999,54.040001,54.919998,46.132732,39490300
2016-11-01,55.029999,62.619999,53.380001,62.150002,52.205925,41467500
2016-12-01,58.779999,68.500000,58.779999,63.900002,53.889229,45824200
2017-01-01,64.620003,68.690002,64.610001,67.309998,57.276642,43171400
2017-02-01,67.639999,70.120003,66.650002,66.809998,56.851170,33805500
2017-03-01,67.910004,69.610001,65.760002,67.199997,57.385017,43482700
